Confirmation Code,Student First Name,Student Middle Name,Student Last Name,Student Birthday,Student Gender,Student Street Address 1,Student Street Address 2,Student City,Student ZIP Code,Contact 1 First Name,Contact 1 Last Name,Contact 1 Phone,Contact 1 Email,Contact 1 Relationship,Contact 2 First Name,Contact 2 Last Name,Contact 2 Phone,Contact 2 Email,Contact 2 Relationship,Household Members,Household Monthly Income,Schools Applied
99,StudentFirst99,StudentMiddle99,StudentLast99,2/7/2010,Female,221 Fake St,,Woonsocket,02041,ContactFirst99,ContactLast99,401-123-4665,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Woonsocket - Woonsocket Head Start Child Development Association;
100,StudentFirst100,StudentMiddle100,StudentLast100,3/15/2010,Female,222 Fake St,,Pawtucket,02042,ContactFirst100,ContactLast100,401-123-4666,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
101,StudentFirst101,StudentMiddle101,StudentLast101,1/1/2010,Male,223 Fake St,,Providence,02043,ContactFirst101,ContactLast101,401-123-4667,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Beautiful Beginnings;
102,StudentFirst102,StudentMiddle102,StudentLast102,10/10/2009,Male,224 Fake St,,Pawtucket,02044,ContactFirst102,ContactLast102,401-123-4668,123@gt-fake-email.edu.org,Father,,,,,,4,3051,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
103,StudentFirst103,StudentMiddle103,StudentLast103,11/19/2009,Female,225 Fake St,,Providence,02045,ContactFirst103,ContactLast103,401-123-4669,123@gt-fake-email.edu.org,Mother,,,,,,3,4302,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;
104,StudentFirst104,StudentMiddle104,StudentLast104,5/24/2010,Male,226 Fake St,,Providence,02046,ContactFirst104,ContactLast104,401-123-4670,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
105,StudentFirst105,StudentMiddle105,StudentLast105,10/16/2009,Male,227 Fake St,,Providence,02047,ContactFirst105,ContactLast105,401-123-4671,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Beautiful Beginnings;
106,StudentFirst106,StudentMiddle106,StudentLast106,10/16/2009,Male,228 Fake St,,Providence,02048,ContactFirst106,ContactLast106,401-123-4672,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;
107,StudentFirst107,StudentMiddle107,StudentLast107,11/14/2009,Male,229 Fake St,,Warwick,02049,ContactFirst107,ContactLast107,401-123-4673,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Warwick - CHILD Inc.;Warwick - Imagine Preschool at CCRI Knight Campus;Warwick - Westbay Community Action Children's Center;
108,StudentFirst108,StudentMiddle108,StudentLast108,6/14/2010,Female,230 Fake St,,West Warwick,02050,ContactFirst108,ContactLast108,401-123-4674,123@gt-fake-email.edu.org,Father,,,,,,4,6806,West Warwick - CHILD Inc.;
109,StudentFirst109,StudentMiddle109,StudentLast109,2/17/2010,Female,231 Fake St,,Providence,02051,ContactFirst109,ContactLast109,401-123-4675,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
110,StudentFirst110,StudentMiddle110,StudentLast110,1/15/2010,Male,232 Fake St,,Woonsocket,02052,ContactFirst110,ContactLast110,401-123-4676,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Woonsocket - Woonsocket Head Start Child Development Association;
111,StudentFirst111,StudentMiddle111,StudentLast111,3/26/2010,Male,233 Fake St,,Newport,02053,ContactFirst111,ContactLast111,401-123-4677,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Newport - East Bay Community Action Head Start;
112,StudentFirst112,StudentMiddle112,StudentLast112,4/7/2010,Female,234 Fake St,,Woonsocket,02054,ContactFirst112,ContactLast112,401-123-4678,123@gt-fake-email.edu.org,Father,,,,,,4,3051,Woonsocket - Woonsocket Head Start Child Development Association;
113,StudentFirst113,StudentMiddle113,StudentLast113,8/17/2010,Male,235 Fake St,,Woonsocket,02055,ContactFirst113,ContactLast113,401-123-4679,123@gt-fake-email.edu.org,Mother,,,,,,4,3051,Woonsocket - Woonsocket Head Start Child Development Association;
114,StudentFirst114,StudentMiddle114,StudentLast114,7/25/2010,Male,236 Fake St,,Cranston,02056,ContactFirst114,ContactLast114,401-123-4680,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Cranston - Comprehensive Community Action Program (CCAP);
115,StudentFirst115,StudentMiddle115,StudentLast115,6/20/2010,Female,237 Fake St,,Cranston,02057,ContactFirst115,ContactLast115,401-123-4681,123@gt-fake-email.edu.org,Mother,,,,,,4,6806,Cranston - Comprehensive Community Action Program (CCAP);
116,StudentFirst116,StudentMiddle116,StudentLast116,7/25/2010,Female,238 Fake St,,Providence,02058,ContactFirst116,ContactLast116,401-123-4682,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Beautiful Beginnings;Providence - The Mariposa Center;
117,StudentFirst117,StudentMiddle117,StudentLast117,5/27/2010,Female,239 Fake St,,West Warwick,02059,ContactFirst117,ContactLast117,401-123-4683,123@gt-fake-email.edu.org,Mother,,,,,,5,6180,West Warwick - CHILD Inc.;
118,StudentFirst118,StudentMiddle118,StudentLast118,5/27/2010,Male,240 Fake St,,Cranston,02060,ContactFirst118,ContactLast118,401-123-4684,123@gt-fake-email.edu.org,Father,,,,,,3,7432,Cranston - Comprehensive Community Action Program (CCAP);
119,StudentFirst119,StudentMiddle119,StudentLast119,5/27/2010,Male,241 Fake St,,Providence,02061,ContactFirst119,ContactLast119,401-123-4685,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Providence - Smith Hill Early Childhood Learning Center;
120,StudentFirst120,StudentMiddle120,StudentLast120,12/19/2009,Male,242 Fake St,,Central Falls,02062,ContactFirst120,ContactLast120,401-123-4686,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Central Falls - Capt. Hunt Early Learning Center;
121,StudentFirst121,StudentMiddle121,StudentLast121,7/28/2010,Male,243 Fake St,,Newport,02063,ContactFirst121,ContactLast121,401-123-4687,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Newport - East Bay Community Action Head Start;
122,StudentFirst122,StudentMiddle122,StudentLast122,11/6/2009,Male,244 Fake St,,Central Falls,02064,ContactFirst122,ContactLast122,401-123-4688,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Central Falls - Capt. Hunt Early Learning Center;
123,StudentFirst123,StudentMiddle123,StudentLast123,10/14/2009,Female,245 Fake St,,Providence,02065,ContactFirst123,ContactLast123,401-123-4689,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Providence - Beautiful Beginnings;
124,StudentFirst124,StudentMiddle124,StudentLast124,3/9/2010,Male,246 Fake St,,Providence,02066,ContactFirst124,ContactLast124,401-123-4690,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Providence - Beautiful Beginnings;
125,StudentFirst125,StudentMiddle125,StudentLast125,8/31/2010,Female,247 Fake St,,Providence,02067,ContactFirst125,ContactLast125,401-123-4691,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Smith Hill Early Childhood Learning Center;
126,StudentFirst126,StudentMiddle126,StudentLast126,1/28/2010,Female,248 Fake St,,Central Falls,02068,ContactFirst126,ContactLast126,401-123-4692,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Central Falls - Capt. Hunt Early Learning Center;
127,StudentFirst127,StudentMiddle127,StudentLast127,2/16/2010,Male,249 Fake St,,Central Falls,02069,ContactFirst127,ContactLast127,401-123-4693,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Central Falls - Capt. Hunt Early Learning Center;
128,StudentFirst128,StudentMiddle128,StudentLast128,2/28/2010,Male,250 Fake St,,Central Falls,02070,ContactFirst128,ContactLast128,401-123-4694,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Central Falls - Capt. Hunt Early Learning Center;
129,StudentFirst129,StudentMiddle129,StudentLast129,1/27/2010,Male,251 Fake St,,Central Falls,02071,ContactFirst129,ContactLast129,401-123-4695,123@gt-fake-email.edu.org,Mother,,,,,,7,2425,Central Falls - Capt. Hunt Early Learning Center;
130,StudentFirst130,StudentMiddle130,StudentLast130,11/26/2009,Female,252 Fake St,,Providence,02072,ContactFirst130,ContactLast130,401-123-4696,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
131,StudentFirst131,StudentMiddle131,StudentLast131,6/6/2010,Female,253 Fake St,,Providence,02073,ContactFirst131,ContactLast131,401-123-4697,123@gt-fake-email.edu.org,Father,,,,,,4,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
132,StudentFirst132,StudentMiddle132,StudentLast132,9/21/2009,Female,254 Fake St,,Warwick,02074,ContactFirst132,ContactLast132,401-123-4698,123@gt-fake-email.edu.org,Mother,,,,,,5,6806,Warwick - CHILD Inc.;
133,StudentFirst133,StudentMiddle133,StudentLast133,9/21/2009,Female,255 Fake St,,Warwick,02075,ContactFirst133,ContactLast133,401-123-4699,123@gt-fake-email.edu.org,Mother,,,,,,5,6806,Warwick - Imagine Preschool at CCRI Knight Campus;
134,StudentFirst134,StudentMiddle134,StudentLast134,9/21/2009,Female,256 Fake St,,Warwick,02076,ContactFirst134,ContactLast134,401-123-4700,123@gt-fake-email.edu.org,Mother,,,,,,5,6806,Warwick - Westbay Community Action Children's Center;
135,StudentFirst135,StudentMiddle135,StudentLast135,10/27/2009,Male,257 Fake St,,Central Falls,02077,ContactFirst135,ContactLast135,401-123-4701,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Central Falls - Capt. Hunt Early Learning Center;
136,StudentFirst136,StudentMiddle136,StudentLast136,4/17/2010,Male,258 Fake St,,Warwick,02078,ContactFirst136,ContactLast136,401-123-4702,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Warwick - Imagine Preschool at CCRI Knight Campus;
137,StudentFirst137,StudentMiddle137,StudentLast137,1/29/2014,Female,259 Fake St,,Cranston,02079,ContactFirst137,ContactLast137,401-123-4703,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Cranston - Comprehensive Community Action Program (CCAP);
138,StudentFirst138,StudentMiddle138,StudentLast138,2/27/2010,Female,260 Fake St,,West Warwick,02080,ContactFirst138,ContactLast138,401-123-4704,123@gt-fake-email.edu.org,Mother,,,,,,5,3051,West Warwick - CHILD Inc.;
139,StudentFirst139,StudentMiddle139,StudentLast139,2/11/2010,Male,261 Fake St,,Providence,02081,ContactFirst139,ContactLast139,401-123-4705,123@gt-fake-email.edu.org,Father,,,,,,6,4302,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
140,StudentFirst140,StudentMiddle140,StudentLast140,4/1/2010,Female,262 Fake St,,Central Falls,02082,ContactFirst140,ContactLast140,401-123-4706,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Central Falls - Capt. Hunt Early Learning Center;
141,StudentFirst141,StudentMiddle141,StudentLast141,2/12/2010,Female,263 Fake St,,Central Falls,02083,ContactFirst141,ContactLast141,401-123-4707,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Central Falls - Capt. Hunt Early Learning Center;
142,StudentFirst142,StudentMiddle142,StudentLast142,3/21/2010,Male,264 Fake St,,West Warwick,02084,ContactFirst142,ContactLast142,401-123-4708,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,West Warwick - CHILD Inc.;
143,StudentFirst143,StudentMiddle143,StudentLast143,6/14/2010,Female,265 Fake St,,Central Falls,02085,ContactFirst143,ContactLast143,401-123-4709,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Central Falls - Capt. Hunt Early Learning Center;
144,StudentFirst144,StudentMiddle144,StudentLast144,12/30/2009,Male,266 Fake St,,Pawtucket,02086,ContactFirst144,ContactLast144,401-123-4710,123@gt-fake-email.edu.org,Mother,,,,,,5,4302,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
145,StudentFirst145,StudentMiddle145,StudentLast145,5/4/2010,Female,267 Fake St,,Providence,02087,ContactFirst145,ContactLast145,401-123-4711,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Providence - Beautiful Beginnings;
146,StudentFirst146,StudentMiddle146,StudentLast146,5/4/2010,Female,268 Fake St,,Providence,02088,ContactFirst146,ContactLast146,401-123-4712,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Providence - Smith Hill Early Childhood Learning Center;
147,StudentFirst147,StudentMiddle147,StudentLast147,5/4/2010,Female,269 Fake St,,Providence,02089,ContactFirst147,ContactLast147,401-123-4713,123@gt-fake-email.edu.org,Mother,,,,,,5,3051,Providence - The Mariposa Center;
148,StudentFirst148,StudentMiddle148,StudentLast148,5/4/2010,Female,270 Fake St,,Providence,02090,ContactFirst148,ContactLast148,401-123-4714,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Providence - Ready to Learn Providence at CCRI Liston Campus;
149,StudentFirst149,StudentMiddle149,StudentLast149,10/9/2009,Female,271 Fake St,,Central Falls,02091,ContactFirst149,ContactLast149,401-123-4715,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Central Falls - Capt. Hunt Early Learning Center;
150,StudentFirst150,StudentMiddle150,StudentLast150,4/6/2010,Female,272 Fake St,,Cranston,02092,ContactFirst150,ContactLast150,401-123-4716,123@gt-fake-email.edu.org,Mother,,,,,,3,3051,Cranston - Comprehensive Community Action Program (CCAP);
151,StudentFirst151,StudentMiddle151,StudentLast151,8/5/2010,Male,273 Fake St,,Cranston,02093,ContactFirst151,ContactLast151,401-123-4717,123@gt-fake-email.edu.org,Mother,,,,,,7,4302,Cranston - Comprehensive Community Action Program (CCAP);
152,StudentFirst152,StudentMiddle152,StudentLast152,2/16/2010,Female,274 Fake St,,Providence,02094,ContactFirst152,ContactLast152,401-123-4718,123@gt-fake-email.edu.org,Madre,,,,,,2,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
153,StudentFirst153,StudentMiddle153,StudentLast153,9/27/2010,Male,275 Fake St,,Providence,02095,ContactFirst153,ContactLast153,401-123-4719,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
154,StudentFirst154,StudentMiddle154,StudentLast154,5/24/2010,Female,276 Fake St,,Cranston,02096,ContactFirst154,ContactLast154,401-123-4720,123@gt-fake-email.edu.org,Mother,,,,,,4,6806,Cranston - Comprehensive Community Action Program (CCAP);
155,StudentFirst155,StudentMiddle155,StudentLast155,10/21/2009,Female,277 Fake St,,Central Falls,02097,ContactFirst155,ContactLast155,401-123-4721,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Central Falls - Capt. Hunt Early Learning Center;
156,StudentFirst156,StudentMiddle156,StudentLast156,9/27/2009,Male,278 Fake St,,Pawtucket,02098,ContactFirst156,ContactLast156,401-123-4722,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
157,StudentFirst157,StudentMiddle157,StudentLast157,12/13/2009,Male,279 Fake St,,Providence,02099,ContactFirst157,ContactLast157,401-123-4723,123@gt-fake-email.edu.org,Father,,,,,,4,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
158,StudentFirst158,StudentMiddle158,StudentLast158,9/12/2009,Female,280 Fake St,,Woonsocket,02100,ContactFirst158,ContactLast158,401-123-4724,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Woonsocket - Woonsocket Head Start Child Development Association;
159,StudentFirst159,StudentMiddle159,StudentLast159,1/20/2010,Female,281 Fake St,,Woonsocket,02101,ContactFirst159,ContactLast159,401-123-4725,123@gt-fake-email.edu.org,Father,,,,,,5,2425,Woonsocket - Woonsocket Head Start Child Development Association;
160,StudentFirst160,StudentMiddle160,StudentLast160,8/2/2010,Female,282 Fake St,,Providence,02102,ContactFirst160,ContactLast160,401-123-4726,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
161,StudentFirst161,StudentMiddle161,StudentLast161,1/10/2010,Female,283 Fake St,,Woonsocket,02103,ContactFirst161,ContactLast161,401-123-4727,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Woonsocket - Woonsocket Head Start Child Development Association;
162,StudentFirst162,StudentMiddle162,StudentLast162,11/13/2009,Female,284 Fake St,,Providence,02104,ContactFirst162,ContactLast162,401-123-4728,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
163,StudentFirst163,StudentMiddle163,StudentLast163,12/13/2009,Female,285 Fake St,,Pawtucket,02105,ContactFirst163,ContactLast163,401-123-4729,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
164,StudentFirst164,StudentMiddle164,StudentLast164,7/27/2010,Male,286 Fake St,,Providence,02106,ContactFirst164,ContactLast164,401-123-4730,123@gt-fake-email.edu.org,Father,,,,,,3,7432,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
165,StudentFirst165,StudentMiddle165,StudentLast165,6/30/2010,Male,287 Fake St,,Warwick,02107,ContactFirst165,ContactLast165,401-123-4731,123@gt-fake-email.edu.org,Mother,,,,,,4,6806,Warwick - CHILD Inc.;Warwick - Imagine Preschool at CCRI Knight Campus;Warwick - Westbay Community Action Children's Center;
166,StudentFirst166,StudentMiddle166,StudentLast166,1/19/2010,Male,288 Fake St,,Providence,02108,ContactFirst166,ContactLast166,401-123-4732,123@gt-fake-email.edu.org,Mother,,,,,,6,3051,Providence - Beautiful Beginnings;
167,StudentFirst167,StudentMiddle167,StudentLast167,5/25/2010,Female,289 Fake St,,Providence,02109,ContactFirst167,ContactLast167,401-123-4733,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
168,StudentFirst168,StudentMiddle168,StudentLast168,7/28/2010,Female,290 Fake St,,Warwick,02110,ContactFirst168,ContactLast168,401-123-4734,123@gt-fake-email.edu.org,Mother,,,,,,5,3051,Warwick - CHILD Inc.;Warwick - Imagine Preschool at CCRI Knight Campus;Warwick - Westbay Community Action Children's Center;
169,StudentFirst169,StudentMiddle169,StudentLast169,6/11/2010,Male,291 Fake St,,West Warwick,02111,ContactFirst169,ContactLast169,401-123-4735,123@gt-fake-email.edu.org,Mother,,,,,,4,3051,West Warwick - CHILD Inc.;
170,StudentFirst170,StudentMiddle170,StudentLast170,7/28/2010,Male,292 Fake St,,Newport,02112,ContactFirst170,ContactLast170,401-123-4736,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Newport - East Bay Community Action Head Start;
